,Datetime,Title,Description,Link,Label,MS,NR,Hard
886, ۰۴ مرداد ۱۴۰۱ - ۰۸:۳۳ ,چرا بورس اخیراً نزولی شد؟,یک کارشناس بازار سرمایه با اشاره به طرح تنظیم بازار کالاهای مشمول الزام به عرضه در بورس‌های کالایی گفت: این طرح منجر می‌شود تا قیمت گذاری دستوری، انحطاط اقتصاد کشور را رقم بزند.,https://www.tasnimnews.com/fa/news/1401/05/04/2747704/چرا-بورس-اخیراً-نزولی-شد,-1,,,
887, ۰۳ مرداد ۱۴۰۱ - ۱۳:۳۸ ,توصیه به سهامداری بلندمدت در بورس/ سهامداران تحت تاثیر نوسانات روزانه قرار نگیرند,یک کارشناس بازار سرمایه گفت: در بلندمدت سرمایه‌گذاری در بازار سرمایه بیش از هر بازار دیگری سود و نفع را نصیب سهامداران کرده است.,https://www.tasnimnews.com/fa/news/1401/05/03/2747887/توصیه-به-سهامداری-بلندمدت-در-بورس-سهامداران-تحت-تاثیر-نوسانات-روزانه-قرار-نگیرند,0,,,
888, ۰۳ مرداد ۱۴۰۱ - ۱۳:۳۷ ,شاخص بورس ۲۴ هزار واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۴ هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/05/03/2747882/شاخص-بورس-24-هزار-واحد-افت-کرد,-1,,,
889, ۰۳ مرداد ۱۴۰۱ - ۱۰:۰۶ ,رشد معاملات اوراق تسهیلات مسکن در فرابورس,بیش از ۱۴میلیون ورقه گواهی تسهیلات مسکن(تسه) به ارزش ۱۶هزار و ۸۳۶میلیارد ریال در ۴ماه گذشته در فرابورس دادو ستد شد که نشان از افزایش ۵۶درصدی حجم و رشد ۲۲۶درصدی ارزش معاملات این اوراق در مقایسه با مدت مشابه پارسال دارد.,https://www.tasnimnews.com/fa/news/1401/05/03/2747701/رشد-معاملات-اوراق-تسهیلات-مسکن-در-فرابورس,0,,,
890, ۰۳ مرداد ۱۴۰۱ - ۰۹:۵۳ ,افت ۶.۲ درصدی شاخص فرابورس در تیرماه,شاخص کل فرابورس با ثبت افت ۶.۲درصدی، در پایان تیرماه امسال به ارتفاع ۱۹هزار و ۵۳۹واحد رسید.,https://www.tasnimnews.com/fa/news/1401/05/03/2747691/افت-6-2-درصدی-شاخص-فرابورس-در-تیرماه,-1,,,
891, ۰۳ مرداد ۱۴۰۱ - ۰۹:۲۲ ,شمارش معکوس برای ورود خودرو به بورس کالا,خیلی زود باید در انتظار انتشار اطلاعیه عرضه خودرو در بورس کالا باشیم.,https://www.tasnimnews.com/fa/news/1401/05/03/2747671/شمارش-معکوس-برای-ورود-خودرو-به-بورس-کالا,1,,,
892, ۰۳ مرداد ۱۴۰۱ - ۰۸:۱۶ ,عرضه نخ، پنبه و منسوجات نبافته در بورس کالا الزامی شد,طبق مصوبات جلسه کارگروه مدیریت بازار کالاهای پایه و با تاکید وزیر صنعت مبنی بر عرضه محصولات تولیدی در بورس کالا، تولیدکنندگان نخ، پنبه و منسوجات نبافته ملزم به ثبت‌نام و اخذ کد پذیرش از بورس کالا شدند.,https://www.tasnimnews.com/fa/news/1401/05/03/2747632/عرضه-نخ-پنبه-و-منسوجات-نبافته-در-بورس-کالا-الزامی-شد,0,,,
893, ۰۳ مرداد ۱۴۰۱ - ۰۸:۱۶ ,مرحله سوم سود سهام عدالت جاماندگان واریز شد,مرحله سوم پرداخت سود جاماندگان سهام عدالت تا پایان شب گذشته(یکشنبه) به حساب سهامداران واریز شد.,https://www.tasnimnews.com/fa/news/1401/05/03/2747631/مرحله-سوم-سود-سهام-عدالت-جاماندگان-واریز-شد,0,,,
894, ۰۲ مرداد ۱۴۰۱ - ۱۳:۰۷ ,افت ۶۷ هزار واحدی شاخص بورس در تیر امسال,شاخص بورس در تیر امسال طی ۱۹روز معاملاتی، با ثبت ۶۷هزار و ۷۳۴واحد کاهش، معادل ۴.۴ درصد افت کرده است.,https://www.tasnimnews.com/fa/news/1401/05/02/2747356/افت-67-هزار-واحدی-شاخص-بورس-در-تیر-امسال,-1,,,
895, ۰۲ مرداد ۱۴۰۱ - ۱۳:۰۶ ,شاخص بورس ۴ هزار واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۴ هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/05/02/2747355/شاخص-بورس-4-هزار-واحد-افت-کرد,-1,,,
896, ۰۲ مرداد ۱۴۰۱ - ۱۰:۱۶ ,تشریح اشکالات پیش نویس قانون جدید بازار اوراق بهادار,یک کارشناس بازار سرمایه در تشریح اشکالات پیش نویس قانون جدید بازار اوراق بهادار گفت: ما نیازمند اصلاح قانون پایه‌مان در حوزه کسب و کار، تجارت و شرکت داری هستیم و البته اصلاحاتی که باید در زمینه شرکتهای سهامی عام انجام شود، در اولویت قرار دارد.,https://www.tasnimnews.com/fa/news/1401/05/02/2747177/تشریح-اشکالات-پیش-نویس-قانون-جدید-بازار-اوراق-بهادار,0,,,
897, ۰۲ مرداد ۱۴۰۱ - ۰۹:۲۱ ,بورس چه زمانی رشد می‌کند؟,یک کارشناس بازار سرمایه با اشاره به این که بورس همواره با یک فاز تاخیر به شوک‌های تورمی پاسخ می‌دهد گفت: رفته رفته شاهد انباشت تقاضا در بازار سرمایه خواهیم بود و بورس به عنوان ارزنده‌ترین بازار بعد از رکود کامل بازارهای رقیب، دوباره پررونق خواهد شد.,https://www.tasnimnews.com/fa/news/1401/05/02/2747126/بورس-چه-زمانی-رشد-می-کند,1,,,
898, ۰۲ مرداد ۱۴۰۱ - ۰۹:۰۱ ,تغییر حجم سفارش ۶ صندوق قابل معامله از پس‌فردا,فرابورس ایران از تغییر حجم سفارش ۶ صندوق‌ سرمایه گذاری قابل معامله(ETF) از روز سه‌شنبه این هفته خبر داد.,https://www.tasnimnews.com/fa/news/1401/05/02/2747094/تغییر-حجم-سفارش-6-صندوق-قابل-معامله-از-پس-فردا,0,,,
899, ۰۱ مرداد ۱۴۰۱ - ۱۶:۰۶ ,شاخص بورس هزار واحد رشد کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با رشد هزارواحدی روبه‌رو شد.,https://www.tasnimnews.com/fa/news/1401/05/01/2746928/شاخص-بورس-هزار-واحد-رشد-کرد,1,,,
900,  ۰۱ مرداد ۱۴۰۱ - ۱۳:۴۵ ,رشد ۷.۶۵ درصدی شاخص بورس در ۴ ماه نخست ۱۴۰۱,شاخص بورس از ابتدای امسال تا پایان تیرماه، در ۷۷روز معاملاتی با ثبت ۱۰۴هزار و ۶۴۸واحد افزایش، معادل ۷.۶۵ درصد رشد کرده است.,https://www.tasnimnews.com/fa/news/1401/05/01/2746693/رشد-7-65-درصدی-شاخص-بورس-در-4-ماه-نخست-1401,1,,,
901, ۰۱ مرداد ۱۴۰۱ - ۱۰:۴۸ ,صورت‌های مالی شرکت های بورسی هم به داد شاخص کل نرسید,بازار سهام همچنان در وضعیت رکودی قرار دارد و سرمایه‌گذاران در این روزها شاهد کاهش قیمت هر روزه سهام هستند.,https://www.tasnimnews.com/fa/news/1401/05/01/2746686/صورت-های-مالی-شرکت-های-بورسی-هم-به-داد-شاخص-کل-نرسید,-1,,,
902, ۰۱ مرداد ۱۴۰۱ - ۱۰:۴۶ ,افت ۱۸ هزار واحدی شاخص بورس در هفته‌ای که گذشت,شاخص بورس در هفته‌ای که گذشت با ۱۸ هزار واحد کاهش، معادل ۱.۲۲ درصد افت کرد.,https://www.tasnimnews.com/fa/news/1401/05/01/2746687/افت-18-هزار-واحدی-شاخص-بورس-در-هفته-ای-که-گذشت,-1,,,
903, ۰۱ مرداد ۱۴۰۱ - ۱۰:۳۵ ,سهم ۶۸ درصدی بازار سرمایه از فروش اوراق نقدی,از ابتدای امسال تا کنون در مجموع ۲۲.۷۴۵ میلیارد تومان از طریق انتشار اوراق نقدی توسط دولت فروخته شده که از این میان حدود ۳۲ درصد از طریق بازار پول و ۶۸ درصد از طریق بازار سرمایه تامین مالی شده است.,https://www.tasnimnews.com/fa/news/1401/05/01/2746668/سهم-68-درصدی-بازار-سرمایه-از-فروش-اوراق-نقدی,0,,,
904, ۰۱ مرداد ۱۴۰۱ - ۱۰:۳۴ ,سود سنواتی ۳۹ شرکت بورسی از طریق سجام واریز شد,شرکت سپرده گذاری مرکزی اوراق بهادار و تسویه وجوه از پرداخت سود سنواتی سهام ۳۹ شرکت از طریق اطلاعات سامانه سجام خبر داد.,https://www.tasnimnews.com/fa/news/1401/05/01/2746670/سود-سنواتی-39-شرکت-بورسی-از-طریق-سجام-واریز-شد,0,,,
905, ۰۱ مرداد ۱۴۰۱ - ۱۰:۰۳ ,حجم مبنای ۵ شرکت از فردا برداشته و ۵ شرکت حجم مبنادار می‌شوند,بر اساس اطلاعیه فرابورس ایران، حجم مبنای ۵ نماد معاملاتی از فردا(یکشنبه) اعمال نخواهد شد و در مقابل ۵ شرکت نیز حجم مبنادار می‌شوند.,https://www.tasnimnews.com/fa/news/1401/05/01/2746659/حجم-مبنای-5-شرکت-از-فردا-برداشته-و-5-شرکت-حجم-مبنادار-می-شوند,0,,,
906, ۰۱ مرداد ۱۴۰۱ - ۱۰:۰۳ ,درآمدهای سازمان بورس نصف شد,بر اساس صورت مالی منتشر شده سازمان بورس در سامانه کدال، درآمد این سازمان با کاهش ۵۲ درصدی مواجه شده که علت این کاهش، غالبا به دلیل کاهش کارمزد نظارتی بر معاملات بورس و فرابورس بوده است.,https://www.tasnimnews.com/fa/news/1401/05/01/2746653/درآمدهای-سازمان-بورس-نصف-شد,0,,,
907, ۲۹ تير ۱۴۰۱ - ۱۳:۵۴ ,شاخص بورس ۲ هزار واحد رشد کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با رشد ۲هزارواحدی روبه‌رو شد.,https://www.tasnimnews.com/fa/news/1401/04/29/2745609/شاخص-بورس-2-هزار-واحد-رشد-کرد,1,,,
908, ۲۹ تير ۱۴۰۱ - ۱۲:۳۷ ,معاون عملیات بورس کالای ایران: قانون کامل است در اجرا ضعف داریم + فیلم,معاون عملیات و نظارت بر بورس کالای ایران گفت به جای جرم انگاری در زمینه سیاست‌های تنظیم بازار کالاهای بورسی، بهتر است مشوق‌های پیشنهادی شورای عالی بورس در دستورکار قرار گیرد.,https://www.tasnimnews.com/fa/news/1401/04/29/2745568/معاون-عملیات-بورس-کالای-ایران-قانون-کامل-است-در-اجرا-ضعف-داریم-فیلم,0,,,
909, ۲۸ تير ۱۴۰۱ - ۱۵:۴۳ ,با طرح تنظیم بازار کالاهای بورسی مخالف هستیم/ وزارت صمت به فکر تقویت عرضه کالاها در بورس باشد,عضو کمیسیون اقتصادی مجلس تاکید دارد مداخله در سازوکار قیمت‌گذاری در بورس کالای ایران که در «طرح تنظیم بازار کالاهای مشمول الزام به عرضه در بورس‌های کالایی» کمیسیون صنایع و معادن مجلس قرار دارد به معنای قیمت گذاری دستوری و دولتی است.,https://www.tasnimnews.com/fa/news/1401/04/28/2745193/با-طرح-تنظیم-بازار-کالاهای-بورسی-مخالف-هستیم-وزارت-صمت-به-فکر-تقویت-عرضه-کالاها-در-بورس-باشد,0,,,
910, ۲۸ تير ۱۴۰۱ - ۱۲:۵۵ ,شاخص بورس ۸۷۶ واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۸۷۶ واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/04/28/2745048/شاخص-بورس-876-واحد-افت-کرد,-1,,,
911, ۲۸ تير ۱۴۰۱ - ۱۱:۱۱ ,نقش و اهمیت بازار اوراق بهادار و کالایی هنوز شناخته نشده است,یک کارشناس بازار سرمایه در خصوص احتمال ارجاع بورس کالا به وزارت صمت گفت: حاکمیت به اهمیت بازار اوراق بهادار و کالایی پی نبرده است.,https://www.tasnimnews.com/fa/news/1401/04/28/2744964/نقش-و-اهمیت-بازار-اوراق-بهادار-و-کالایی-هنوز-شناخته-نشده-است,-1,,,
912, ۲۶ تير ۱۴۰۱ - ۱۶:۳۳ ,رشد ۸.۹۸ درصدی شاخص بورس از ابتدای سال,شاخص بورس از ابتدای امسال تا پایان هفته گذشته ۷۳روز معاملاتی، با ثبت ۱۲۲هزار و ۸۰۲واحد افزایش، معادل ۸.۹۸ درصد رشد کرده است.,https://www.tasnimnews.com/fa/news/1401/04/26/2744425/رشد-8-98-درصدی-شاخص-بورس-از-ابتدای-سال,1,,,
913, ۲۶ تير ۱۴۰۱ - ۱۵:۴۳ ,افت شاخص‌های بازار سهام در هفته‌ای که گذشت,شاخص بورس ۰.۸ درصد افت و شاخص‌های کل هموزن و فرابورس به ترتیب ۲.۷۵ و ۱.۶۳ درصد کاهش را در هفته گذشته نصیب سرمایه‌گذاران خود کردند.,https://www.tasnimnews.com/fa/news/1401/04/26/2744418/افت-شاخص-های-بازار-سهام-در-هفته-ای-که-گذشت,-1,,,
914, ۲۶ تير ۱۴۰۱ - ۱۵:۳۹ ,افت ۱۲ هزار واحدی شاخص بورس در هفته‌ای که گذشت,شاخص بورس در هفته‌ای که گذشت با ۱۲ هزار واحد کاهش، معادل ۰.۸۴ درصد افت کرد.,https://www.tasnimnews.com/fa/news/1401/04/26/2744421/افت-12-هزار-واحدی-شاخص-بورس-در-هفته-ای-که-گذشت,-1,,,
915, ۲۶ تير ۱۴۰۱ - ۱۲:۴۸ ,شاخص بورس ۱۱ هزار واحد دیگر افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۱۱هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/04/26/2744312/شاخص-بورس-11-هزار-واحد-دیگر-افت-کرد,-1,,,
916, ۲۶ تير ۱۴۰۱ - ۰۸:۰۳ ,بازگشایی نماد استقلال و پرسپولیس پس از تعطیلات عید غدیر,در حالی که اواخر خرداد امسال حسین قربانزاده، رئیس سازمان خصوصی‌سازی وعده بازگشایی نماد سرخابی‌ها را در هفته نخست تیر داده بود، حالا معاونش قول بازگشایی نماد استقلال و پرسپولیس تا آخر هفته جاری را داده است.,https://www.tasnimnews.com/fa/news/1401/04/26/2744101/بازگشایی-نماد-استقلال-و-پرسپولیس-پس-از-تعطیلات-عید-غدیر,0,,,
917, ۲۵ تير ۱۴۰۱ - ۱۳:۵۴ ,طرح تنظیم بازارها به دنبال تعطیلی بازارهای کالایی و سرمایه است,"یک کارشناس بازار سرمایه با انتقاد از ساختار و محتوای ""طرح تنظیم بازار کالاهای مشمول الزام به عرضه در بورس‌های کالایی"" گفت: بهتر است این طرح را تعطیلی بازارهای کالایی و سرمایه دانست و بر این اساس رد پای مافیا در طرح تنظیم بازارها دیده می‌شود.",https://www.tasnimnews.com/fa/news/1401/04/25/2743771/طرح-تنظیم-بازارها-به-دنبال-تعطیلی-بازارهای-کالایی-و-سرمایه-است,-1,,,
918, ۲۵ تير ۱۴۰۱ - ۱۳:۵۲ ,مخالفت دولت با طرح مجلس برای انتقال بورس کالا به وزارت صنعت,رئیس سازمان بورس گفت: دولت مخالفت با طرح مجلس برای انتقال بورس کالا به زیرمجموعه وزارت صنعت را اعلام کرده و هنگام طرح در صحن، پیگیری خواهد شد.,https://www.tasnimnews.com/fa/news/1401/04/25/2743765/مخالفت-دولت-با-طرح-مجلس-برای-انتقال-بورس-کالا-به-وزارت-صنعت,0,,,
919, ۲۵ تير ۱۴۰۱ - ۱۳:۵۱ ,شاخص بورس ۱۰ هزار واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۱۰هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/04/25/2743758/شاخص-بورس-10-هزار-واحد-افت-کرد,-1,,,
920, ۲۲ تير ۱۴۰۱ - ۱۴:۴۴ ,شاخص بورس ۶۵۱۷ واحد رشد کرد,شاخص کل بورس تهران امروز با ۶ هزار و ۵۱۷ ‌واحد افزایش در ارتفاع یک ‌میلیون و ۴۹۰ هزار واحدی قرار گرفت.,https://www.tasnimnews.com/fa/news/1401/04/22/2742906/شاخص-بورس-6517-واحد-رشد-کرد,1,,,
921, ۲۲ تير ۱۴۰۱ - ۰۸:۰۲ ,قیمت خودرو با عرضه در بورس کالا به تدریج کاهشی می‌شود,رئیس کمیسیون صنایع و معادن مجلس گفت: در شرایطی که اختلاف قیمت به حد مشخصی رسید و نیاز بازار افزایش یافت، فروش کالا بهتر است از طریق بورس کالا انجام شود.,https://www.tasnimnews.com/fa/news/1401/04/22/2742573/قیمت-خودرو-با-عرضه-در-بورس-کالا-به-تدریج-کاهشی-می-شود,0,,,
922, ۲۲ تير ۱۴۰۱ - ۰۷:۴۸ ,جزئیات موافقت شورای عالی بورس با از سرگیری عرضه خودرو در بورس کالا,شورای عالی بورس با حضور وزیر صنعت تشکیل شد و با از سرگیری عرضه خودرو در بورس کالا موافقت کرد.,https://www.tasnimnews.com/fa/news/1401/04/22/2742572/جزئیات-موافقت-شورای-عالی-بورس-با-از-سرگیری-عرضه-خودرو-در-بورس-کالا,0,,,
923, ۲۱ تير ۱۴۰۱ - ۱۶:۲۱ ,دخالت دولت در سازوکار قیمت‌گذاری در بلندمدت کمر تولید را خواهد شکست,رئیس کمیسیون اصل ۹۰ مجلس گفت: سیاست قیمت‌گذاری کالا و خدمات با دخالت دولت در سازوکار بازار و قیمت‌گذاری دستوری شاید در کوتاه مدت به کنترل قیمت و حمایت موقت از مصرف کننده منجر شود.,https://www.tasnimnews.com/fa/news/1401/04/21/2742423/دخالت-دولت-در-سازوکار-قیمت-گذاری-در-بلندمدت-کمر-تولید-را-خواهد-شکست,0,,,
924, ۲۱ تير ۱۴۰۱ - ۱۵:۵۶ ,انتقاد عضو ناظر مجلس به طرح سیاست‌های تنظیم بازار کالایی,عضو ناظر مجلس در شورای عالی بورس اعلام کرد: کاهش اختیارات بورس کالا به معنای تقویت قیمت‌گذاری دستوری است.,https://www.tasnimnews.com/fa/news/1401/04/21/2742411/انتقاد-عضو-ناظر-مجلس-به-طرح-سیاست-های-تنظیم-بازار-کالایی,0,,,
925, ۲۱ تير ۱۴۰۱ - ۱۵:۵۵ ,شاخص بورس ۴ هزار واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۴هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/04/21/2742410/شاخص-بورس-4-هزار-واحد-افت-کرد,-1,,,
926, ۲۱ تير ۱۴۰۱ - ۱۰:۳۵ ,کارگزاری‌ها ملزم به ثبت اطلاعات مشتریان در سامانه جدید بورس کالا شدند,بورس کالای ایران در نامه ای به شرکت های کارگزاری از لزوم ثبت اطلاعات مشتریان در سامانه جدید مشتریان خبر داد.,https://www.tasnimnews.com/fa/news/1401/04/21/2742072/کارگزاری-ها-ملزم-به-ثبت-اطلاعات-مشتریان-در-سامانه-جدید-بورس-کالا-شدند,0,,,
927, ۲۱ تير ۱۴۰۱ - ۱۰:۰۵ ,طرح «تنظیم بازار کالاها» به تولید کشور ضربه می‌زند,یک کارشناس بازار سرمایه گفت: اقتصاد کشور بعضی اوقات از تعدد متولی و موازی کاری رنج می برد و گاهی اوقات هم از نبود متولی، و شکل گیری متولیان، براساس منافعی هست که وزارت خانه ها یا سازمان ها یا نهاد های مربوطه از آن دارند.,https://www.tasnimnews.com/fa/news/1401/04/21/2742061/طرح-تنظیم-بازار-کالاها-به-تولید-کشور-ضربه-می-زند,0,,,
928, ۲۰ تير ۱۴۰۱ - ۱۴:۲۷ ,سهم ۶۲ درصدی بازار سرمایه از اوراق فروشی دولت,از ابتدای امسال تا کنون در مجموع ۱۹.۲۲۸ میلیارد تومان از طریق انتشار اوراق نقدی، حدود ۳۸ درصد از طریق بازار پول و ۶۲ درصد از طریق بازار سرمایه تأمین مالی شده است.,https://www.tasnimnews.com/fa/news/1401/04/20/2741767/سهم-62-درصدی-بازار-سرمایه-از-اوراق-فروشی-دولت,0,,,
929, ۲۰ تير ۱۴۰۱ - ۱۴:۱۰ ,شاخص بورس ۱۰ هزار واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۱۰هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/04/20/2741729/شاخص-بورس-10-هزار-واحد-افت-کرد,-1,,,
930, ۲۰ تير ۱۴۰۱ - ۰۹:۵۱ ,رای قاطع دستگاه قضا برای استفاده از اطلاعات نهانی در معاملات بورس/ متخلفان ۱۶ میلیارد تومان جریمه شدند,دادگاه متهمان معاملات بر اساس اطلاعات نهانی را به پرداخت ۱۶ میلیارد تومان جریمه معادل سه برابر سود حاصل از این معاملات محکوم کرد. معاون وقت شرکت هم به یکسال حبس محکوم شد.,https://www.tasnimnews.com/fa/news/1401/04/20/2740715/رای-قاطع-دستگاه-قضا-برای-استفاده-از-اطلاعات-نهانی-در-معاملات-بورس-متخلفان-16-میلیارد-تومان-جریمه-شدند,0,,,
931, ۲۰ تير ۱۴۰۱ - ۰۹:۴۸ ,فعالان بازار سرمایه خواستار ورود کمیسیون اصل ۹۰ به طرح تنظیم بازار کالاهای بورسی شدند,جمعی از فعالان بازار سرمایه طی نامه‌ای، خواستار ورود کمیسیون اصل ۹۰ مجلس به ماجرای مخالفت کمیسیون صنایع و وزارت صمت بانظر دولت و جلوگیری از اثرات سوء «طرح تنظیم بازار کالاهای مشمول الزام به عرضه در بورس‌های کالایی» برکلیت اقتصاد و بازار سرمایه شدند.,https://www.tasnimnews.com/fa/news/1401/04/20/2741512/فعالان-بازار-سرمایه-خواستار-ورود-کمیسیون-اصل-90-به-طرح-تنظیم-بازار-کالاهای-بورسی-شدند,0,,,
932, ۱۹ تير ۱۴۰۱ - ۰۹:۲۸ ,افت ۱۱هزار واحدی شاخص بورس در هفته‌ای که گذشت,شاخص بورس در هفته‌ای که گذشت با ۱۱ هزار واحد کاهش، معادل ۰.۷۳ درصد افت کرد.,https://www.tasnimnews.com/fa/news/1401/04/19/2741082/افت-11هزار-واحدی-شاخص-بورس-در-هفته-ای-که-گذشت,-1,,,
933, ۱۸ تير ۱۴۰۱ - ۱۷:۰۴ ,شاخص بورس ارتفاع ۱.۵ میلیون واحد را از دست داد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۴ هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/04/18/2741075/شاخص-بورس-ارتفاع-1-5-میلیون-واحد-را-از-دست-داد,-1,,,
934, ۱۸ تير ۱۴۰۱ - ۱۷:۰۳ ,رشد ۹.۹ درصدی شاخص بورس از ابتدای سال,شاخص بورس از ابتدای امسال تا پایان هفته گذشته ۶۹روز معاملاتی، با ثبت ۱۳۵هزار و ۳۵۴واحد افزایش، معادل ۹.۹ درصد رشد کرده است.,https://www.tasnimnews.com/fa/news/1401/04/18/2741086/رشد-9-9-درصدی-شاخص-بورس-از-ابتدای-سال,1,,,
935, ۱۸ تير ۱۴۰۱ - ۱۶:۴۵ ,نقدینگی به جای بازارهای غیر مولد به سمت بازار سرمایه هدایت شود,یک کارشناس بازار سرمایه تاکید کرد، نقدینگی به جای بازارهای غیر مولد به سمت بازار سرمایه هدایت شود.,https://www.tasnimnews.com/fa/news/1401/04/18/2741046/نقدینگی-به-جای-بازارهای-غیر-مولد-به-سمت-بازار-سرمایه-هدایت-شود,0,,,
936, ۱۸ تير ۱۴۰۱ - ۱۳:۴۶ ,معاون عملیات بورس کالای ایران: تصمیمات وزارت صنعت بازگشت به عقب است,معاون عملیات و نظارت بر بازار بورس کالای ایران با اشاره به اینکه تصمیمات اخیر وزارت صنعت در قبال بورس کالا به نوعی بازگشت به عقب است، گفت: این تصمیمات پیش بینی پذیری تولید و صنایع را برای سهامداران سخت و بازار سرمایه را با مشکل مواجه می‌کند.,https://www.tasnimnews.com/fa/news/1401/04/18/2740948/معاون-عملیات-بورس-کالای-ایران-تصمیمات-وزارت-صنعت-بازگشت-به-عقب-است,-1,,,
937, ۱۸ تير ۱۴۰۱ - ۱۱:۴۵ ,زمزمه‌های واگذاری اختیارات بورس کالا به وزارت صمت/ آقابزرگی: قیمت‌گذاری دستوری امتحانش را پس داده,یک کارشناس اقتصادی گفت با طرح واگذاری اختیارات بورس کالا به وزارت صمت نه‌تنها هدف تنظیم بازار حاصل نخواهد شد بلکه این طرح منتهی به ضرر سهامداران شرکت‌ها خواهد شد.,https://www.tasnimnews.com/fa/news/1401/04/18/2740830/زمزمه-های-واگذاری-اختیارات-بورس-کالا-به-وزارت-صمت-آقابزرگی-قیمت-گذاری-دستوری-امتحانش-را-پس-داده,-1,,,
938, ۱۸ تير ۱۴۰۱ - ۰۸:۲۸ ,تداوم افت شاخص‌های بازار سهام در هفته گذشته,شاخص بورس ۰.۷ درصد افت و شاخص‌های کل هموزن و فرابورس به ترتیب ۰.۷ و ۱.۴ درصد کاهش را در هفته گذشته نصیب سرمایه‌گذاران خود کردند.,https://www.tasnimnews.com/fa/news/1401/04/18/2740686/تداوم-افت-شاخص-های-بازار-سهام-در-هفته-گذشته,-1,,,
939, ۱۷ تير ۱۴۰۱ - ۱۰:۰۵ ,واریز سود بیش از ۱ میلیون و ۲۴۳ هزار سهامدار از طریق سجام,شرکت سپرده گذاری مرکزی اوراق بهادار و تسویه وجوه اعلام کرد: سود سهام ۱۱ شرکت که شامل بیش از یک میلیون و ۲۴۳ هزار سهامدار می شود در پایان هفته اول تیر ماه سال جاری از طریق اطلاعات سامانه سجام پرداخت شد.,https://www.tasnimnews.com/fa/news/1401/04/17/2740409/واریز-سود-بیش-از-1-میلیون-و-243-هزار-سهامدار-از-طریق-سجام,0,,,
940, ۱۵ تير ۱۴۰۱ - ۱۳:۱۴ ,درآمدهای صندوق‌های سرمایه‌گذاری معاف از مالیات هستند,طبق بخشنامه جدید سازمان امور مالیاتی، اشخاص حقیقی بابت سرمایه گذاری در صندوق‌ها فعال بازار سرمایه اجباری در تسلیم اظهارنامه مالیاتی ندارند.,https://www.tasnimnews.com/fa/news/1401/04/15/2739700/درآمدهای-صندوق-های-سرمایه-گذاری-معاف-از-مالیات-هستند,1,,,
941, ۱۵ تير ۱۴۰۱ - ۱۳:۰۰ ,ابلاغ بخشنامه معافیت مالیاتی گواهی سپرده‌ کالایی؛ به زودی/ کالاهای جدید در اتاق انتظار ورود به بازار گواهی سپرده,پیش نویس مربوط به رفع ابهام‌ مالیاتی گواهی سپرده کالایی براساس قانون بودجه ۱۴۰۱ در سازمان امور مالیاتی تهیه و به تایید سازمان بورس و اوراق بهادار رسیده و قرار است به زودی بخشنامه آن ابلاغ شود.,https://www.tasnimnews.com/fa/news/1401/04/15/2739711/ابلاغ-بخشنامه-معافیت-مالیاتی-گواهی-سپرده-کالایی-به-زودی-کالاهای-جدید-در-اتاق-انتظار-ورود-به-بازار-گواهی-سپرده,0,,,
942, ۱۵ تير ۱۴۰۱ - ۱۲:۵۰ ,شاخص بورس ۸هزار واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۸ هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1401/04/15/2739698/شاخص-بورس-8هزار-واحد-افت-کرد,-1,,,
943, ۱۵ تير ۱۴۰۱ - ۱۲:۲۵ ,پیامدهای نامطلوب طرح مجلس برای تنظیم بازار کالاهای بورسی؛ سلطه وزارت صمت بر بازار، تولید را نابود می کند,اخیرا در کمیسیون صنایع و معادن مجلس طرحی با عنوان «تنظیم بازار کالا‌های مشمول الزام عرضه در بورس‌های کالایی» تهیه و تدوین شده که بررسی این طرح بیانگر آن است که معاملات محصولات شرکت های تولیدی در بورس کالا باید تحت سلطه کامل وزارت صمت انجام شود.,https://www.tasnimnews.com/fa/news/1401/04/15/2739674/پیامدهای-نامطلوب-طرح-مجلس-برای-تنظیم-بازار-کالاهای-بورسی-سلطه-وزارت-صمت-بر-بازار-تولید-را-نابود-می-کند,-1,,,
